name;size;diameter;shape;details;type;primaryBody;moons;rings;enviroment;population;description;sphere;shortName;onMap?;notes;source;creator;website
Trabarax;E;6.158;;;Earth;;1;;Forest and Jungle;Tabaxi;;Trabaspace;Traba;Yes;;;;
Snowball;;;;;Earth;Tikki;;;Frigid;;;Tropisphere;Tropi;Yes;;;;
Tikki;;;△;Bowl;Earth;;;;;;;Tropisphere;Tropi;Yes;;;;
The Rocks of Tuka;G;;;;Earth;;;;;;;Tukonspace;Tukon;Yes;;;Charles Taylor;
Tuka Manak;E;;;;Earth;;;;;Human dominated;;Tukonspace;Tukon;Yes;Xeno hotbed;;Charles Taylor;
Van-val;C;;;;Earth;;;;Farmland;;;Tukonspace;Tukon;Yes;;;Charles Taylor;
Comporellon;E;;;;Earth;;;;;;;Turnspace;Turn;Yes;;SJR4 p.4;;
Cranosh;E;;;;Earth;;;;Volcanic;;;Turnspace;Turn;Yes;;;;
Gainiiaaon;A;;‡;;Earth;;;;;;;Turnspace;Turn;Yes;;;;
Poltilor;E;;;;Earth;;;;;;;Turnspace;Turn;Yes;;;;
The wee One;J;;;;Earth;;;;;;;Turnspace;Turn;Yes;;;;
Balrog;C;;◗;;Earth;;;;;;;Twinspace;Twin;Yes;;;;
Cetrog;A;;;;Earth;;;;;;;Twinspace;Twin;Yes;;;;
Gorlab;C;;◗;;Earth;;;;;;;Twinspace;Twin;Yes;;;;
Gortec;A;;;;Earth;;;;;;;Twinspace;Twin;Yes;;;;
Yittiy 1;D;;❑;;Earth;;;;;;;Twinspace;Twin;Yes;;;;
Yittiy 2;D;;❑;;Earth;;;;;;;Twinspace;Twin;Yes;;;;
Argon's World;C;;◗;Disk;Earth;;2;;;;;Tyrspace;Tyr;Yes;2 moons (Greatstone, Moor);;;
Rizzen;E;;△;Torus;Earth;;;;;;;Tyrspace;Tyr;Yes;portals;;;
Bladering Belt;A;;‡;;Earth;;;;;;;Vergonspace;Vergon;Yes;;;Roger Burns;http://oracle.wizards.com/scripts/wa.exe?A2=ind0708b&L=spelljammer-l&P=1027
Hexahedron;E;;△;Triangular Bipyramid;Earth;;;;;Humans;;Vergonspace;Vergon;Yes;6 separate enviroments;SJA4 p.52;Roger Burns;http://oracle.wizards.com/scripts/wa.exe?A2=ind0708b&L=spelljammer-l&P=1027
Sceptre;F;;;;Earth;;;;;Goblinkin;;Vergonspace;Vergon;Yes;;SJA4 p.52;Roger Burns;http://oracle.wizards.com/scripts/wa.exe?A2=ind0708b&L=spelljammer-l&P=1027
Sirocco;D;;;;Earth;;;;Desolate;Humans;;Vergonspace;Vergon;Yes;;SJA4 p.52;Roger Burns;http://oracle.wizards.com/scripts/wa.exe?A2=ind0708b&L=spelljammer-l&P=1027
Blobwash;H;;;;Earth;;;;;;;Vistaspace;Vista;Yes;;;;
Shield;B;;;;Earth;;;;;;;Vistaspace;Vista;Yes;Shield-shape;;;
Grog;E;;;;Earth;;2;;;;;Vodonispace  ;Vodoni;Yes;;;;
Sala;D;;;;Earth;;;;molten;;;Vodonispace  ;Vodoni;Yes;;;;
Vodon;G;;;;Earth;;;;;;;Vodonispace  ;Vodoni;Yes;;;;
Khaoras;G;;;;Earth;;3;;;;;Vodonikaspace;Vodonika;Yes;;;Roger Burns;http://oracle.wizards.com/scripts/wa.exe?A2=ind0708b&L=spelljammer-l&P=1027
New Kathyk;F;;;;Earth;;;;City World;Vodoni Humans;;Vodonikaspace;Vodonika;Yes;;;Roger Burns;http://oracle.wizards.com/scripts/wa.exe?A2=ind0708b&L=spelljammer-l&P=1027
Teikruss;D;;;;Earth;;;;;;;Vodonikaspace;Vodonika;Yes;Wild Magic;;Roger Burns;http://oracle.wizards.com/scripts/wa.exe?A2=ind0708b&L=spelljammer-l&P=1027
Vodonika Inner Belt;A;;‡;;Earth;;;;;;;Vodonikaspace;Vodonika;Yes;;;Roger Burns;http://oracle.wizards.com/scripts/wa.exe?A2=ind0708b&L=spelljammer-l&P=1027
Wrakjhann;D;;❄;;Earth;;;;;;;Vodonikaspace;Vodonika;Yes;Game Preserve / Laboratory;;Roger Burns;http://oracle.wizards.com/scripts/wa.exe?A2=ind0708b&L=spelljammer-l&P=1027
Miminiput;E;;△;Icosahedron;Earth;;;;;;;Voskospace;Vosko;Yes;Wild, uncivilised world.;;;www.frozenstar.net/BTFS/Gazette.htm
Alun;;;;;Earth;Ferra;;;;;;Warrenspace;Warren;Yes;;;ripvanwormer;http://www.thepiazza.org.uk/bb/viewtopic.php?p=64744&sid=186501b3ecac842060e9f04e6b6c5a83#p64744
Aluvia, Warrenspace;E;;;;Earth;;;;;Plasmoids;;Warrenspace;Warren;Yes;;;ripvanwormer;http://www.thepiazza.org.uk/bb/viewtopic.php?p=64744&sid=186501b3ecac842060e9f04e6b6c5a83#p64744
Arra;E;;;;Earth;;;;Thin atmosphere;Mechalus;;Warrenspace;Warren;Yes;;;ripvanwormer;http://www.thepiazza.org.uk/bb/viewtopic.php?p=64744&sid=186501b3ecac842060e9f04e6b6c5a83#p64744
Ferra;E;;;;Earth;;1;;;Humans (Ferrans);;Warrenspace;Warren;Yes;;;ripvanwormer;http://www.thepiazza.org.uk/bb/viewtopic.php?p=64744&sid=186501b3ecac842060e9f04e6b6c5a83#p64744
Thanion;;;;;Earth;;;;Cold;;;Warrenspace;Warren;Yes;;;ripvanwormer;http://www.thepiazza.org.uk/bb/viewtopic.php?p=64744&sid=186501b3ecac842060e9f04e6b6c5a83#p64744
Lyi;E;;;;Earth;;;;;;;Wayspace;Way;Yes;;TCMC2;;
Vicenor;D;;;;Earth;;;;;;;Wayspace;Way;Yes;;;;
Web 1;C;;;;Earth;;;;Desolate;Gate Masters;;Webspace;Web;Yes;;;;
Web 2;D;;;;Earth;;;;Desolate;Menkothians;;Webspace;Web;Yes;;;;
Web 3;E;;;;Earth;;;Water;;Gate Masters, Aranea;;Webspace;Web;Yes;;;;
Webspace Belt;A;;‡;;Earth;;;;;;;Webspace;Web;Yes;;;;
Akhat;E;;;;Earth;;;;Athas/Mars-like;;;Wehrspace  ;Wehr;Yes;;;;
Fersoon;E;;;;Earth;;;;lava world;;;Wehrspace  ;Wehr;Yes;;;;
Lister's Rock;E;;◗;Disk;Earth;;1;;;;;Wehrspace  ;Wehr;Yes;moon starport/asteroid base;;;
Wehrld;E;;;;Earth;;;;;;;Wehrspace  ;Wehr;Yes;campaign world;;;
Armistice;F;;;;Earth;;;;;;;Wickedspace  ;Wicked;Yes;;SJR4 p.10;;
Cobolt;B;;;;Earth;;;;;;;Wickedspace  ;Wicked;Yes;;;;
Tyquickin;D;;;;Earth;;;1;;;;Wickedspace  ;Wicked;Yes;;;;
Ghenrek I;D;3.000;;;Earth;;;;Hot, tide-locked;;;Wilderlandsspace;Wilderlands;Yes;;;;http://necromancergames.yuku.com/topic/12449/Ghenrek-I-II-III-
Ghenrek II;E;7.500;;;Earth;;;;Warm, lush tropical;;;Wilderlandsspace;Wilderlands;Yes;;;;http://necromancergames.yuku.com/topic/12449/Ghenrek-I-II-III-
Ghenrek III;E;4.000;;;Earth;;;;Cool dry desert;;;Wilderlandsspace;Wilderlands;Yes;;;;http://necromancergames.yuku.com/topic/12449/Ghenrek-I-II-III-
Ghenrek IV / Gaia;E;8.000;;;Earth;;3;1;;;;Wilderlandsspace;Wilderlands;Yes;Home of Wilderlands of High Fantasy setting;The Wilderlands of High Fantasy.;;
Gorm;D;1.800;;;Earth;Ghenrek IV / Gaia;;;;;;Wilderlandsspace;Wilderlands;Yes;;;;
Ioun;;;;;Earth;Ghenrek IV / Gaia;;;;;;Wilderlandsspace;Wilderlands;Yes;;;;
Luna, Ghenrek IV;D;2.150;;;Earth;Ghenrek IV / Gaia;;;;;;Wilderlandsspace;Wilderlands;Yes;;;;
Isulo;C;;;;Earth;;;;;;;Windyspace;Windy;Yes;;;;
Kypale;C;;Ο;;Earth;;;;Void;;;Windyspace;Windy;Yes;;;;
Rynness;F;;;;Earth;;;;;;;Windyspace;Windy;Yes;;;;
Bloranor;D;;;;Earth;;2;;;;;Winterspace;Winter;Yes;;;;
Polor;I;;◗;;Earth;;;;Muddy;;;Winterspace;Winter;Yes;;;;
Radole;E;;;;Earth;;;;;;;Winterspace;Winter;Yes;;SJR4 p.13;;
Valrong;C;;;;Earth;;3;;;;;Winterspace;Winter;Yes;;;;
Wormwood;;;△;Tubal;Earth;;;;;;;Witchlightspace;Witchlight;Yes;;;;
Dhour Homeworld;;;;;Earth;;;;;Dhours;;Wormspace;Worm;Yes;;;;
Mulch;;;‡;;Earth;;;;;;;Wormspace;Worm;Yes;;;;
Psurlon Homeworld;;;;;Earth;;;;Void, cold;Psurlons;;Wormspace;Worm;Yes;Now destroyed.;Dark Sun MC II, p. 82.;;
Tsochari Homeworld;;;;;Earth;;;;Cold, Dark;Tsochari;;Wormspace;Worm;Yes;;;;
Druchur;E;;;;Earth;;;;;Zelani;;Zalanispace;Zalani;Yes;;;;http://www.archlich.com/kotsc/Places/VodoniCluster/Zalanispace.html
Druchur Cluster;G;;;;Earth;;;;;;;Zalanispace;Zalani;Yes;Mineral-rich;;;http://www.archlich.com/kotsc/Places/VodoniCluster/Zalanispace.html
Garuch;E;;;;Earth;;;;Tropical;Zelani;;Zalanispace;Zalani;Yes;;;;http://www.archlich.com/kotsc/Places/VodoniCluster/Zalanispace.html
N'Char;C;;Ο;;Earth;;;;Void;Uninhabited;Volcanic;Zalanispace;Zalani;Yes;;;;http://www.archlich.com/kotsc/Places/VodoniCluster/Zalanispace.html
Zelani Homeworld;F;13.300;;;Earth;;;;Harsh;Zelani;Mountainous;Zalanispace;Zalani;Yes;;SJA4 p.53;TSR;http://www.archlich.com/kotsc/Places/VodoniCluster/Zalanispace.html
Red Embers;A-C;;‡;;Earth/Fire;;;;molten;Efreet;;Emberspace;Ember;Yes;;;;
Rage Fire Ring;;;‡;;Earth/Fire;;;;Lava;;;Ragestarspace;Ragestar;Yes;;;;
Moltaria;;;;;Earth/Fire;;;;Magma;;;Sarûniaspace;Sarûnia;Yes;;;Twin Agate Dragons;http://pathfinderrpgcampaignsettingsarunia.blogspot.co.uk/
Gnome's Haven;C;;;;Earth/Fire/Water;;;;;;;Inspace ;In;Yes;;;;
The Diaspora;A;;‡;;Earth/Ice;;;;;;;Golarionspace;Golarion;Yes;;Pathfinder;Pazio;pathfinder.wikia.com/wiki/Diaspora
Cretoria;H;;;;Earth/Water;;;;;;;Islandspace;Island;Yes;;;;
Comets;A;;;;Earth/Water;;;;;;;Thornspace  ;Thorn;Yes;Mother-trees;;;
Ptah's Furnace;H;;△;Octahedron;Fire;;;;;;;'Malspace;'Mal;Yes;;;;
Deshret;E;;;;Fire;;;;;;;A'Lantaenspace;A'Lantaen;Yes;;;;
Reign;A;;‡;;Fire;;;;;;;A'Lantaenspace;A'Lantaen;Yes;;;;
Sun, A'Lantaenspace;;;;;Fire;;;;;;;A'Lantaenspace;A'Lantaen;Yes;;;;
Aeneaspace Sun;H;;;;Fire;;;;;;;Aeneaspace;Aenea;Yes;;;;
Hearth;C;;;;Fire;;;;;;;Agraspace;Agra;Yes;;;;
Scorch;F;;;;Fire;;;;;;;Agraspace;Agra;Yes;;;;
Sun, Alanthusspace;;;;;Fire;;;;;;;Alanthusspace;Alanthus;Yes;;;Susan Brown;
Sun, Alavaspace;;;;;Fire;;;;;;;Alavaspace;Alava;Yes;;;;
Amar-E;J;;◗;Disk;Fire;;;;;;;Algolspace;Algol;Yes;Mirror/Sun;;;
Chisama;I;;;;Fire;;;;;;;Ametsuchispace;Ametsuchi;Yes;;;;
Eternal 1;D;;;;Fire;;;;;;;Aquaspace;Aqua;Yes;;;;
Eternal 2;D;;;;Fire;;;;;;;Aquaspace;Aqua;Yes;;;;
Greater Sun;I;;;;Fire;Sun Centre;;;;;;Archaeusspace;Archaeus;Yes;Red;;;
Jhang;C;;;;Fire;;;;;;Crimson;Archaeusspace;Archaeus;Yes;;;;
Lesser Sun;G;;;;Fire;Sun Centre;;;;;;Archaeusspace;Archaeus;Yes;Yellow;;;
The Sun, Arkaelaspace;G;;;;Fire;;4;;;;;Arkaelaspace;Arkaela;Yes;;;;
The Sun, Arthspace;H;870.106;;;Fire;;;;;;;Arthspace;Arth;Yes;;;;
Sol, Artonspace;G;;◗;Square;Fire;;;;;;;Artonspace;Arton;Yes;;;;
Sun, Artonspace;G;;;;Fire;;;;;;;Artonspace;Arton;Yes;;;;
Sun, Ashspace;;;;;Fire;;;;;;;Ashspace;Ash;Yes;;;;
Chenia;F;19.200;◗;Hexagon;Fire;;;;;;;Astralspace;Astral;Yes;;;blackdaggr;http://www.ganae.com/DnD/Wildspace/Astralspace.html
Atrida;G;;;;Fire;;;;;;;Atridaspace;Atrida;Yes;;;;
Banesun;H;;;;Fire;;;;;;;Banesun;Banesun;Yes;;;;
Brightflame;D;;;;Fire;;2;;;;;Banesun;Banesun;Yes;Artificial;;;
Darkstar;C;;❄;;Fire;;;;;Lakshu;;Banesun;Banesun;Yes;;;;
Gordu;G;;;;Fire;;;;;;;Beltoun;Beltoun;Yes;;;;
Ethithol;F;;;;Fire;;;;;;;Beyondspace;Beyond;Yes;Tetrahedron, artifact?;;;
Avani;H;;;;Fire;;;;;;;Bloodspace;Blood;Yes;;;;
Crusher;G;;;;Fire;;;;;;;Calatainspace;Calatain;Yes;;;;
Ruby;H;;;;Fire;;;;;;;Calatainspace;Calatain;Yes;;;;
“Sun”, Casaspace;C;;;;Fire;;;;;;;Casaspace;Casa;Yes;;;;
Bisreai;;;;;Fire;;;;;;;Celenaresspace;Celenares;Yes;;;;
Burning Crown;;;‡;Ring;Fire;;;;;;;Ceyparisphere;Ceypari;Yes;;;;
Sol, CharSpace;H;;;;Fire;;;;;;;CharSpace  ;Char;Yes;;;;
Source;G;;;;Fire;;;;;;;Chargespace;Charge;Yes;;;;
Sun, Charmspace;G;;;;Fire;;;;;;;Charmspace  ;Charm;Yes;;;;
Insect's Eyes;G;;;Insect Eyes;Fire;;;;;;;Chitinspace;Chitin;Yes;;;;
Rothir;D;;;;Fire;;;;;;;Chromaspace;Chroma;Yes;Red;;;
Ulzir;D;;;;Fire;;;;;;;Chromaspace;Chroma;Yes;Blue;;;
Vandir;D;;;;Fire;;;;;;;Chromaspace;Chroma;Yes;Green;;;
Pyrus;H;;;;Fire;;;;;;;Chronosspace ;Chronos;Yes;"""Sun""";;;
Sun, Clayspace;;;;;Fire;;;;;;;Clayspace ;Clay;Yes;;;;
Eye of Law;D;;;;Fire;;;;;;;Cloakspace  ;Cloak;Yes;;;;
Sun, Cloudspace;H;;;;Fire;;;;;Uninhabited;;Cloudspace;Cloud;Yes;;;;
Firefall;;;;;Fire;;;;;;;Clusterspace;Cluster;Yes;;;;
Sun, Coldspace;G;;;;Fire;;;;;;Dim;Coldspace;Cold;Yes;;;;
Oogli;E;;;;Fire;;;;;;;Colorspace  ;Color;Yes;;;;
Sun, Countspace;J;;;;Fire;;;;;;;Countspace  ;Count;Yes;;;;
Meyassidh;H;;;Tentacled Sphere;Fire;;;;;;;Cradlespace;Cradle;Yes;;;;
Dark Sun;I;;;;Fire;;;;;;;Crimson Sphere;Crimson;Yes;;;;
Lumus;F;;;;Fire;;;;;;;Cryospace;Cryo;Yes;;;;
Crystalspace Sun;I;;;;Fire;;;;;;;Crystalspace;Crystal;Yes;;;;
Cubestar;G;;❑;;Fire;;;;;;;Cubespace;Cube;Yes;;;;
Suryn;H;;;;Fire;;;;;;;Cy'Prenspace;Cy'Pren;Yes;;;;
Hope;H;;;;Fire;;;;;;;Darkspace;Dark;Yes;;;;
Darnan;I;;;;Fire;;;;;;;Darnannonspace;Darnannon;Yes;;;;
Fireforge;G;;;;Fire;;;;;;;Dirkspace  ;Dirk;Yes;;;;
Aurel;J;;△;Star;Fire;;;;;;;Dragonspace;Dragon;Yes;Gate to elemental plane of fire;;;
Ballock;E;;;;Fire;;;;;;;Dragonspace;Dragon;Yes;Irregular orbit;;;
Angstar;H;997.000;;;Fire;;;;Cool, Dim;Efreet;;Dreadmindspace;Dreadmind;Yes;;;;
Dreadstar;E;9.826;❑;;Fire;;;;Cool, Dim;;;Dreadmindspace;Dreadmind;Yes;;;;
Fearon;J;20.300.000;❑;;Fire;;;fire;Dim;;;Dreadmindspace;Dreadmind;Yes;;;;
Gruumsh's Eye;J;68.700.000;◗;;Fire;;;;;;;Dukagshspace;Dukagsh;Yes;;;;
Red Sun;;;;;Fire;;;;;;;Dustspace;Dust;Yes;;;Twin Agate Dragons;http://pathfinderrpgcampaignsettingsarunia.blogspot.co.uk/
Ra;J;;;;Fire;;;;;;;Elespatio/Latierra;Elespatio;Yes;;;;
Sun, Elysak System;;;;;Fire;;;;;;;Elysak System;Elysak;Yes;;;;
Sun, Emongspace;;;;;Fire;;;;;;;Emongspace;Emong;Yes;;;Susan Brown;
Sun, Fallspace;G;;;;Fire;;;;;;;Fallspace;Fall;Yes;;;;
Furnace;J;;;;Fire;;;;;;;Falxspace;Falx;Yes;;;;
Sól;;;;;Fire;;;;;;;Fjordspace;Fjord;Yes;;;;
Sun, Flatspace;H;;◗;;Fire;;;;;;;Flatspace  ;Flat;Yes;;;;
Pharis;I;2.325.132;;;Fire;;;;;;;Sword World Space;Forcelia;Yes;;;;
Firebound;F;;;;Fire;;;;;;;Formspace;Form;Yes;;;;
Sun, Freezespace;;;;;Fire;;;;;;;Freezespace;Freeze;Yes;;;;
Sun, Fungospace;;;;;Fire;;;;;;;Fungospace;Fungo;Yes;;;;
Hasaril;H;;;;Fire;;;;;;;Gatespace;Gate;Yes;;;;
Phaeris;D;;Ο;;Fire;;;;;;;Gatespace;Gate;Yes;;;;
The Strinads;D;;;;Fire;;;;;;;Gatespace;Gate;Yes;;;;
Fire Giant;J;;;;Fire;;;;;;;Giantspace ;Giant;Yes;;;;
Feth;;;❄;;Fire;;1;;;;;Gladiusspace;Gladius;Yes;;Spelljammer Mailing List;Nancy E (lea) Hall;http://oracle.wizards.com/scripts/wa.exe?A2=ind0307e&L=spelljammer-l&P=944
Kushor;F;;◗;;Fire;;;;;;;Gladiusspace;Gladius;Yes;;Spelljammer Mailing List;Nancy E (lea) Hall;http://oracle.wizards.com/scripts/wa.exe?A2=ind0307e&L=spelljammer-l&P=944
Soliel;J;;;;Fire;;;;;;;Gladiusspace;Gladius;Yes;;Spelljammer Mailing List;Nancy E (lea) Hall;http://oracle.wizards.com/scripts/wa.exe?A2=ind0307e&L=spelljammer-l&P=944
Trofuth;E;;;;Fire;;?;;;;;Gladiusspace;Gladius;Yes;;Spelljammer Mailing List;Nancy E (lea) Hall;http://oracle.wizards.com/scripts/wa.exe?A2=ind0307e&L=spelljammer-l&P=944
Xinthus;F;;;;Fire;;;earth;lava surface;;;Gladiusspace;Gladius;Yes;;Spelljammer Mailing List;Nancy E (lea) Hall;http://oracle.wizards.com/scripts/wa.exe?A2=ind0307e&L=spelljammer-l&P=944
Sun, Golarion;H;;;;Fire;;;;;;;Golarionspace;Golarion;Yes;;Pathfinder;Pazio;pathfinder.wikia.com/wiki/Solar_System
The Sun, Golotspace;F;;;;Fire;;;;;;;Golotspace;Golot;Yes;;;;
Gorth 5 Moon;D;;;;Fire;Gorth 5;;;;;;Gorthspace;Gorth;Yes;;;Charles Taylor;
Gorth Fireflies;D;;;;Fire;Gorth;;;;;;Gorthspace;Gorth;Yes;;;Charles Taylor;
Gorth's Second Sun;F;;△;;Fire;Gorth's Sun;;water/ice;;;;Gorthspace;Gorth;Yes;;;Charles Taylor;
Gorth's Sun;J;;;;Fire;;1;fire;;;;Gorthspace;Gorth;Yes;;;Charles Taylor;
Serril;G;;‡;Ring;Fire;;;;;;;Gossamerspace;Gossamer;Yes;;;;
Lanth;I;;;;Fire;;;;;;;Greatspace;Great;Yes;;;;
Liga;G;;;;Fire;;;;;;;Greyspace;Grey;Yes;;;;
Ntwadumela;F;;;;Fire;;;;;;;Grommspace  ;Gromm;Yes;;;;
Sun, Guardspace;H;;;;Fire;;;;;;;Guardspace;Guard;Yes;;;;
Sun, Harthspace;J;;;;Fire;;;;;;;Harthspace;Harth;Yes;;;;
The Heart;J;;;;Fire;;;;;;;Heartspace;Heart;Yes;"Heartspace's enormous primary ""beats"" (giving the sphere its name), pulsing from dark to light slowly within the space of about ten minutes. It is a deep red star, otherwise as typical as any other. This sun is one of the largest of all the spheres.";;;
Buurn;D;;;;Fire;;;;;;;Heatspace  ;Heat;Yes;Hourglass;;;
Flame;H;;;;Fire;;;;;;;Heatspace  ;Heat;Yes;;;;
Scorch;F;;;;Fire;;;;;;;Heatspace  ;Heat;Yes;;;;
Central Daystar;I;;;;Fire;;;;;;;Herdspace;Herd;Yes;;;;
Helios;H;;;;Fire;;;;;;;Hyrkulspace;Hyrkul;Yes;;;;
Charon;C;;;;Fire;;;;;;;Igniaspace;Ignia;Yes;;;;
Ignia;C;;;;Fire;;;;;;;Igniaspace;Ignia;Yes;;;;
Gleaming Star;G;;;;Fire;;;;;;;Imperial Space;Imperial;Yes;;;;
Dawnbreaker;G;;;;Fire;;;;;;;Inspace ;In;Yes;;;;
Sun, Ironspace;H;871.100;;;Fire;;;;;;;Ironspace;Iron;Yes;;Privateer Press;;http://privateerpress.com/iron-kingdoms
Fireye;F;;;;Fire;;;;;;;Islandspace;Island;Yes;;;;
Orbus;G;;△;Torus;Fire;;;;;;;Jadespace ;Jade;Yes;+cluster;;;
Sun, Keelspace;H;;;;Fire;;;;;;;Keelspace  ;Keel;Yes;;;;
Tezcat;F;;;;Fire;;;;;;;Korvspace;Korv;Yes;;;;
Sirion;D;;;;Fire;;;;;;;Krynnspace;Krynn;Yes;Inert;;;
Sun, Krynnspace;H;;;;Fire;;;;;;;Krynnspace;Krynn;Yes;;;;
Sun, Lostspace;F;;;;Fire;;;;;;;Lostspace;Lost;Yes;;;;
Furnaus;;;;;Fire;;;;;Hostile Fire Elementals;;Luftrain Sphere;Luftrain;Yes;;;Susan Brown;
Sol, Maginicaspace;H;;;;Fire;;;;;;;Maginciaspace;Magincia;Yes;;;;
Los;H;;;;Fire;;;;;;;Majspace;Maj;Yes;;;;
Sun, Malhavokspace;;;;;Fire;;;;;;;Malhavokspace;Malhavok;Yes;;;;
Sun, Marlspace;;;;;Fire;;;;;;;Marlspace;Marl;Yes;;;Susan Brown;
Thul;G;;;;Fire;;;;;;Aquamarine;Merspace;Mer;Yes;;;;
The Soul Forge;H;;;;Fire;;1;;;Uninhabited;;Metalspace;Metal;Yes;;;;
Sun, Mindspace;;;;;Fire;;;;;;;Mindspace;Mind;Yes;;;;
Sun, Mirrorspace;;;;;Fire;;;;;;;Mirrorspace;Mirror;Yes;;;;
Moragsun;H;;;;Fire;;;;;;;Moragspace;Morag;Yes;;;;
Ixionis;H;;;;Fire;;;;;;;Mystaraspace;Mystara;Yes;;;;
Straash;K;;△;Teardrop;Fire;;;;;;;Nacrespace;Nacre;Yes;Sapphire Star;;;
Fariam;D;;;;Fire;;;;;;;Nalspace;Nal;Yes;;;;
Sun, Nalspace;I;;;;Fire;;;;;;;Nalspace;Nal;Yes;;;;
Sun, Nebulaspace;G;;;;Fire;;;;;;;Nebulaspace;Nebula;Yes;;;;
The Fire Wheel;G;;◗;Wheel-shaped;Fire;;;;;;;Nerenspace;Neren;Yes;;;;
Sun, Neverspace;;;;;Fire;;;;;;;Neverspace;Never;Yes;;;;
Threetee;I;;;;Fire;;;;;;;Nivelspace;Nivel;Yes;;;;
New Sun;;;;;Fire;;;;;;;Nyrodspace;Nyrod;Yes;;;;
Infernus;;;;;Fire;;;;;;;Nyrodspace;Nyrod;Yes;;;;
The Red Star;;;;;Fire;;;;;;;Nyrodspace;Nyrod;Yes;;;;
Arzol;I;;;;Fire;;;;;;;Octorspace;Octor;Yes;;;;
Bogda;H;;;;Fire;;;;;;;Octorspace;Octor;Yes;;;;
Florbeau;F;;;;Fire;;1;;;;;Octorspace;Octor;Yes;;;;
Tymar;;;;;Fire;;;;Inert;;;Omnispace;Omni;Yes;;;;
Arariskein;I;;;;Fire;;;;;;Binary;Orthospace;Ortho;Yes;;;;
Rastur;H;;;;Fire;;;;;;;Osraspace;Osra;Yes;;;;
Sun, Osternaaspace;;;;;Fire;;;;;;;Osternaaspace;Osternaa;Yes;;;;
Hum;E;;;;Fire;;;;;;;Outspace  ;Out;Yes;;;;
Pheos;H;;;;Fire;;;;;;;Pheolitespace;Pheolite;Yes;;;;
The Pillar;*;;△;Pillar;Fire;;;;;;;Pillarspace;Pillar;Yes;;;;
The Comet;C;;;Comet;Fire;;;;;;;Preyspace  ;Prey;Yes;;;;
Ignius Air;H;;;;Fire;;;;;;;Primespace;Prime;Yes;;;;
The Pyre;H;;;;Fire;;;;;;;Pyrespace;Pyre;Yes;;;;
Altanor;I;;;;Fire;;;;;;;Racespace  ;Race;Yes;;;;
Crimson Forge;B;;◗;;Fire;Aius;;;;Tanar'ri;;Ragespace  ;Rage;Yes;;;;
Glyph;J;;;Rune;Fire;;;;;;;Ragespace  ;Rage;Yes;;;;
Ragestar;E;;;;Fire;;;;;;;Ragestarspace;Ragestar;Yes;;;;
The Sun, Realmspace;H;;;;Fire;;;;;;;Realmspace;Realm;Yes;;;;
Blaze;I;;;;Fire;;;;;;;Refugespace;Refuge;Yes;;;;
Mesor;H;;;;Fire;;;;;;;Rhymespace;Rhyme;Yes;;;;
Micor;H;;;;Fire;;;;;;;Rhymespace;Rhyme;Yes;;;;
Minja;A;;;;Fire;;;;;;;Rockspace  ;Rock;Yes;;;;
Sun, Rockspace;I;;;;Fire;;;;;;;Rockspace  ;Rock;Yes;;;;
Bryn;H;;;;Fire;;;;;;;Runedarspace;Runedar;Yes;;;;
Ahhh;G;;‡;;Fire;;;;;;;Sandspace  ;Sand;Yes;;;;
Sun, Sandspace;I;;;;Fire;;;;;;;Sandspace  ;Sand;Yes;;;;
Saruthillion;H;;;;Fire;;;;;;;Saruspace;Saru;Yes;;;;
Magania;;;;;Fire;Sarûnia;;;;;;Sarûniaspace;Sarûnia;Yes;;;Twin Agate Dragons;http://pathfinderrpgcampaignsettingsarunia.blogspot.co.uk/
Tarnish;;;;;Fire;;;;;;;Scarredspace;Scarred;Yes;;;;
Sun, Seaspace;H;;;;Fire;;;;;;;Seaspace  ;Sea;Yes;;;;
Sun, Seeliespace II;;;;;Fire;;;;;;;Seeliespace II;Seelie II;Yes;;;;
Angharradh;B;;;;Fire;;;;;;;Seldarspace;Seldar;Yes;3 bodies;;;
Lashrael;A;;;;Fire;;;;;;;Seldarspace;Seldar;Yes;;;;
Sun, Seskotspace;;;;;Fire;;;;;;;Seskotspace;Seskot;Yes;;;;
Toilnys;F;;;;Fire;;;;;;;Shamblespace;Shamble;Yes;;;;
Silksun;H;;;;Fire;;;;;;;Silkspace  ;Silk;Yes;;;;
Portal;H;;;;Fire;;;;;;;Skyspace  ;Sky;Yes;;;;
Vixtil;F;;;;Fire;;;;;;;Skyspace  ;Sky;Yes;;;;
Aramoth;B;;;;Fire;;;;;;;Solarisspace;Solaris;Yes;Irratic;;;
Solaris;H;;;;Fire;;;;;;;Solarisspace;Solaris;Yes;;;;
Solice;H;;;;Fire;;;;;;;Solicespace  ;Solice;Yes;;;;
The Gems;G;;;;Fire;;;;;;;Spiderspace;Spider;Yes;5 suns;;;
Bewcartch;F;;;;Fire;;;;;;;Splitspace;Split;Yes;;;;
Kasalsh;I;;◗;;Fire;;;;;;;Splitspace;Split;Yes;;;;
Mehlcix;G;;;;Fire;;;;;;;Splitspace;Split;Yes;;;;
Todrima;F;;;;Fire;;;;;;;Splitspace part 2;Split 2;Yes;;;;
Ibbuchikshee;J;;;;Fire;;;;;;;Squirrnspace  ;Squirrn;Yes;;;;
Stationary;G;;;;Fire;;;;;;;Ssssspace  ;Ssss;Yes;;;;
